city,facility_type,n_facilities,heat_share,flood_share,water_share,compound_share,heat_days_threshold,water_cat_threshold,subset
Houston,school,4818,0.6131174761311747,0.11581569115815692,0.0,0.09194686591946866,10,4,source_confidence_ge_0p6
Istanbul,health,14513,0.0,0.003927513263970233,0.6248880314201061,0.0022738234686143456,10,4,source_confidence_ge_0p6
Istanbul,school,11083,0.0,0.004872326987277813,0.5726788775602274,0.002526391771181088,10,4,source_confidence_ge_0p6
Jakarta,health,7374,0.09370762137238947,0.033224844046650395,0.0,0.0027122321670735015,10,4,source_confidence_ge_0p6
Jakarta,school,12042,0.11219066600232519,0.03894701876764657,0.0,0.004069091513037701,10,4,source_confidence_ge_0p6
Johannesburg,health,3157,0.0,0.0,1.0,0.0,10,4,source_confidence_ge_0p6
Johannesburg,school,3631,0.0,0.0,1.0,0.0,10,4,source_confidence_ge_0p6
Karachi,health,1520,0.8717105263157895,0.05526315789473684,0.9763157894736842,0.8894736842105263,10,4,source_confidence_ge_0p6
Karachi,school,2232,0.9314516129032258,0.044802867383512544,0.9614695340501792,0.9265232974910395,10,4,source_confidence_ge_0p6
Kolkata,health,5564,1.0,0.31542056074766356,0.0,0.31542056074766356,10,4,source_confidence_ge_0p6
Kolkata,school,5172,1.0,0.26894818252126834,0.0,0.26894818252126834,10,4,source_confidence_ge_0p6
Lagos,health,968,0.612603305785124,0.07644628099173553,0.0,0.008264462809917356,10,4,source_confidence_ge_0p6
Lagos,school,2568,0.6534267912772586,0.08255451713395638,0.0,0.021806853582554516,10,4,source_confidence_ge_0p6
Lima,health,7541,0.0,0.006365203553905317,1.0,0.006365203553905317,10,4,source_confidence_ge_0p6
Lima,school,6542,0.0,0.015132986854173035,1.0,0.015132986854173035,10,4,source_confidence_ge_0p6
London,health,14450,0.0,0.05079584775086505,0.0,0.0,10,4,source_confidence_ge_0p6
London,school,10711,0.0,0.06834095789375408,0.0,0.0,10,4,source_confidence_ge_0p6
Los Angeles,health,22084,0.5895218257562036,0.06588480347763086,1.0,0.6046911791342148,10,4,source_confidence_ge_0p6
Los Angeles,school,6167,0.7110426463434409,0.11739905951029674,1.0,0.7292038268201719,10,4,source_confidence_ge_0p6
Madrid,health,7120,1.0,0.0011235955056179776,0.8926966292134831,0.8926966292134831,10,4,source_confidence_ge_0p6
Madrid,school,3973,1.0,0.0017618927762396174,0.8937830354895545,0.8937830354895545,10,4,source_confidence_ge_0p6
Manila,health,14285,0.8449422471123557,0.21540077003850192,0.0,0.18060903045152257,10,4,source_confidence_ge_0p6
Manila,school,8333,0.8360734429377175,0.21756870274810994,0.0,0.17280691227649106,10,4,source_confidence_ge_0p6
Mexico City,health,17031,0.0,0.08948388233221773,1.0,0.08948388233221773,10,4,source_confidence_ge_0p6
Mexico City,school,10260,0.0,0.12368421052631579,1.0,0.12368421052631579,10,4,source_confidence_ge_0p6
Miami,health,8352,0.0021551724137931034,0.05651340996168582,0.0,0.00011973180076628352,10,4,source_confidence_ge_0p6
Miami,school,2010,0.007960199004975124,0.011940298507462687,0.0,0.0,10,4,source_confidence_ge_0p6
Nairobi,health,1334,0.0,0.0007496251874062968,0.0,0.0,10,4,source_confidence_ge_0p6
Nairobi,school,1514,0.0,0.001321003963011889,0.0,0.0,10,4,source_confidence_ge_0p6
New York City,health,32338,0.48809450182447894,0.059743954480796585,0.4277011565341085,0.17462428103160368,10,4,source_confidence_ge_0p6
New York City,school,10292,0.4217839098328799,0.07335794792071512,0.4723085891954916,0.21958802953750486,10,4,source_confidence_ge_0p6
Paris,health,6641,0.0,0.08643276614967625,0.0,0.0,10,4,source_confidence_ge_0p6
Paris,school,5998,0.0,0.10653551183727909,0.0,0.0,10,4,source_confidence_ge_0p6
Rome,health,5020,0.899203187250996,0.08904382470119522,1.0,0.904780876494024,10,4,source_confidence_ge_0p6
Rome,school,2616,0.8658256880733946,0.12538226299694188,0.9996177370030581,0.8841743119266054,10,4,source_confidence_ge_0p6
Rotterdam,health,2449,0.0,0.4797876684360964,0.0,0.0,10,4,source_confidence_ge_0p6
Rotterdam,school,1887,0.0,0.5405405405405406,0.0,0.0,10,4,source_confidence_ge_0p6
Sao Paulo,health,28242,0.0,0.015898307485305574,0.0,0.0,10,4,source_confidence_ge_0p6
Sao Paulo,school,14539,0.0,0.02152830318453814,0.0,0.0,10,4,source_confidence_ge_0p6
Shanghai,health,308,0.9902597402597403,0.5844155844155844,0.9025974025974026,0.9902597402597403,10,4,source_confidence_ge_0p6
Shanghai,school,273,0.9743589743589743,0.6703296703296703,0.8901098901098901,0.9706959706959707,10,4,source_confidence_ge_0p6
Tokyo,health,33742,0.9856262225120028,0.14044810621777012,0.0,0.13760298737478513,10,4,source_confidence_ge_0p6
Tokyo,school,14149,0.9840271397271892,0.17110749876316347,0.0,0.16714962188140506,10,4,source_confidence_ge_0p6
Accra,health,650,0.6476923076923077,0.0,0.0,0.0,10,5,all_classes
Accra,school,1093,0.7291857273559011,0.007319304666056725,0.0,0.0,10,5,all_classes
Bangkok,health,17751,0.8723452199876063,0.4890992056785533,0.0,0.40521660751506955,10,5,all_classes
Bangkok,school,8528,0.8490853658536586,0.6281660412757973,0.0,0.512312382739212,10,5,all_classes
Bogota,health,6016,0.0,0.010804521276595746,0.0,0.0,10,5,all_classes
Bogota,school,4156,0.0,0.02045235803657363,0.0,0.0,10,5,all_classes
Buenos Aires,health,8455,0.19976345357776465,0.11437019515079834,0.0,0.04541691306918983,10,5,all_classes
Buenos Aires,school,7461,0.28012330786757805,0.18147701380511996,0.0,0.08671759817718805,10,5,all_classes
Cairo,health,13119,1.0,0.08971720405518713,0.0,0.08971720405518713,10,5,all_classes
Cairo,school,4793,1.0,0.11516795326517838,0.0,0.11516795326517838,10,5,all_classes
Delhi,health,19986,1.0,0.19248473931752227,0.0,0.19248473931752227,10,5,all_classes
Delhi,school,14319,1.0,0.27320343599413366,0.0,0.27320343599413366,10,5,all_classes
Dhaka,health,4485,1.0,0.20735785953177258,0.0,0.20735785953177258,10,5,all_classes
Dhaka,school,4469,1.0,0.30230476616692775,0.0,0.30230476616692775,10,5,all_classes
Ho Chi Minh City,health,9935,0.9246099647710115,0.1634625062908908,0.0,0.1505787619526925,10,5,all_classes
Ho Chi Minh City,school,10476,0.9070255822833142,0.22957235586101565,0.0,0.2103856433753341,10,5,all_classes
Houston,health,18210,0.5544206479956069,0.19890170236133992,0.0,0.12295442064799561,10,5,all_classes
Houston,school,5477,0.6160306737264926,0.1163045462844623,0.0,0.09165601606719007,10,5,all_classes
Istanbul,health,17477,0.0,0.004234136293414201,0.0,0.0,10,5,all_classes
Istanbul,school,12292,0.0,0.005369345916042954,0.0,0.0,10,5,all_classes
Jakarta,health,11275,0.09268292682926829,0.03121951219512195,0.0,0.0021286031042128603,10,5,all_classes
Jakarta,school,17134,0.10919808567760009,0.04202171121746236,0.0,0.004669079024162484,10,5,all_classes
Johannesburg,health,4529,0.0,0.0,0.0,0.0,10,5,all_classes
Johannesburg,school,9580,0.0,0.0,0.0,0.0,10,5,all_classes
Karachi,health,1769,0.8745053702656869,0.055398530243075186,0.0,0.016958733747880157,10,5,all_classes
Karachi,school,2572,0.9350699844479005,0.04121306376360809,0.0,0.017107309486780714,10,5,all_classes
Kolkata,health,8410,1.0,0.2923900118906064,0.0,0.2923900118906064,10,5,all_classes
Kolkata,school,7065,1.0,0.2655343241330502,0.0,0.2655343241330502,10,5,all_classes
Lagos,health,1303,0.6331542594013815,0.07828089025326171,0.0,0.011511895625479662,10,5,all_classes
Lagos,school,3101,0.6630119316349564,0.0780393421476943,0.0,0.02128345694937117,10,5,all_classes
Lima,health,11872,0.0,0.006485849056603774,0.0,0.0,10,5,all_classes
Lima,school,9155,0.0,0.013107591480065538,0.0,0.0,10,5,all_classes
London,health,16129,0.0,0.05015810031620063,0.0,0.0,10,5,all_classes
London,school,12093,0.0,0.06755974530720252,0.0,0.0,10,5,all_classes
Los Angeles,health,24749,0.591256212372217,0.06416420865489515,0.0,0.04949694937169179,10,5,all_classes
Los Angeles,school,7249,0.708649468892261,0.11187750034487516,0.0,0.09394399227479652,10,5,all_classes
Madrid,health,8573,1.0,0.0009331622535868425,0.0,0.0009331622535868425,10,5,all_classes
Madrid,school,4763,1.0,0.0018895653999580096,0.0,0.0018895653999580096,10,5,all_classes
Manila,health,18365,0.8476994282602777,0.211707051456575,0.0,0.17821943915055813,10,5,all_classes
Manila,school,10302,0.8381867598524558,0.2145214521452145,0.0,0.16967579110852263,10,5,all_classes
Mexico City,health,25048,0.0,0.08771159374001916,0.0,0.0,10,5,all_classes
Mexico City,school,14632,0.0,0.12158283214871514,0.0,0.0,10,5,all_classes
Miami,health,9433,0.0022262270751616663,0.054595568748012295,0.0,0.0001060108131029365,10,5,all_classes
Miami,school,2377,0.00715187210769878,0.013462347496844763,0.0,0.00042069835927639884,10,5,all_classes
Nairobi,health,1716,0.0,0.0005827505827505828,0.0,0.0,10,5,all_classes
Nairobi,school,1757,0.0,0.0011383039271485487,0.0,0.0,10,5,all_classes
New York City,health,36487,0.4920656672239428,0.06007619152026749,0.0,0.04563269109545866,10,5,all_classes
New York City,school,11968,0.43967245989304815,0.07469919786096256,0.0,0.052556818181818184,10,5,all_classes
Paris,health,8426,0.0,0.08711132209826727,0.0,0.0,10,5,all_classes
Paris,school,7355,0.0,0.10237933378653977,0.0,0.0,10,5,all_classes
Rome,health,6181,0.9021193981556382,0.08590842905678693,0.0,0.08073127325675457,10,5,all_classes
Rome,school,2986,0.8717347622237106,0.12424648359008707,0.0,0.10683188211654387,10,5,all_classes
Rotterdam,health,2882,0.0,0.48056904927133937,0.0,0.0,10,5,all_classes
Rotterdam,school,2339,0.0,0.5352714835399743,0.0,0.0,10,5,all_classes
Sao Paulo,health,36921,0.0,0.016061320115923188,0.0,0.0,10,5,all_classes
Sao Paulo,school,17716,0.0,0.021223752540076767,0.0,0.0,10,5,all_classes
Shanghai,health,341,0.9912023460410557,0.5806451612903226,0.0,0.5718475073313783,10,5,all_classes
Shanghai,school,305,0.9704918032786886,0.6622950819672131,0.0,0.6360655737704918,10,5,all_classes
Tokyo,health,38519,0.9859030608271243,0.14231937485396817,0.0,0.13943768010592175,10,5,all_classes
Tokyo,school,15256,0.9846617724174096,0.1662952281069743,0.0,0.16255899318300995,10,5,all_classes
Accra,health,413,0.6319612590799032,0.0,0.0,0.0,10,5,school_all_health_core
Accra,school,1093,0.7291857273559011,0.007319304666056725,0.0,0.0,10,5,school_all_health_core
Bangkok,health,12397,0.8774703557312253,0.46487053319351457,0.0,0.38735177865612647,10,5,school_all_health_core
Bangkok,school,8528,0.8490853658536586,0.6281660412757973,0.0,0.512312382739212,10,5,school_all_health_core
Bogota,health,3037,0.0,0.007243990780375371,0.0,0.0,10,5,school_all_health_core
Bogota,school,4156,0.0,0.02045235803657363,0.0,0.0,10,5,school_all_health_core
Buenos Aires,health,5153,0.2060935377450029,0.11410828643508636,0.0,0.0446341936735882,10,5,school_all_health_core
Buenos Aires,school,7461,0.28012330786757805,0.18147701380511996,0.0,0.08671759817718805,10,5,school_all_health_core
Cairo,health,7536,1.0,0.09607218683651805,0.0,0.09607218683651805,10,5,school_all_health_core
Cairo,school,4793,1.0,0.11516795326517838,0.0,0.11516795326517838,10,5,school_all_health_core
Delhi,health,13667,1.0,0.17926392039218556,0.0,0.17926392039218556,10,5,school_all_health_core
Delhi,school,14319,1.0,0.27320343599413366,0.0,0.27320343599413366,10,5,school_all_health_core
Dhaka,health,2661,1.0,0.20105223600150318,0.0,0.20105223600150318,10,5,school_all_health_core
Dhaka,school,4469,1.0,0.30230476616692775,0.0,0.30230476616692775,10,5,school_all_health_core
Ho Chi Minh City,health,5241,0.9255867200915856,0.14920816638046175,0.0,0.13508872352604465,10,5,school_all_health_core
Ho Chi Minh City,school,10476,0.9070255822833142,0.22957235586101565,0.0,0.2103856433753341,10,5,school_all_health_core
Houston,health,13094,0.5195509393615396,0.20727050557507254,0.0,0.11890942416373912,10,5,school_all_health_core
Houston,school,5477,0.6160306737264926,0.1163045462844623,0.0,0.09165601606719007,10,5,school_all_health_core
Istanbul,health,12725,0.0,0.004086444007858546,0.0,0.0,10,5,school_all_health_core
Istanbul,school,12292,0.0,0.005369345916042954,0.0,0.0,10,5,school_all_health_core
Jakarta,health,7963,0.09632048223031521,0.03453472309431119,0.0,0.0021348737912846917,10,5,school_all_health_core
Jakarta,school,17134,0.10919808567760009,0.04202171121746236,0.0,0.004669079024162484,10,5,school_all_health_core
Johannesburg,health,2814,0.0,0.0,0.0,0.0,10,5,school_all_health_core
Johannesburg,school,9580,0.0,0.0,0.0,0.0,10,5,school_all_health_core
Karachi,health,1230,0.8869918699186992,0.05040650406504065,0.0,0.013821138211382113,10,5,school_all_health_core
Karachi,school,2572,0.9350699844479005,0.04121306376360809,0.0,0.017107309486780714,10,5,school_all_health_core
Kolkata,health,5028,1.0,0.31742243436754175,0.0,0.31742243436754175,10,5,school_all_health_core
Kolkata,school,7065,1.0,0.2655343241330502,0.0,0.2655343241330502,10,5,school_all_health_core
Lagos,health,876,0.6289954337899544,0.07420091324200913,0.0,0.012557077625570776,10,5,school_all_health_core
Lagos,school,3101,0.6630119316349564,0.0780393421476943,0.0,0.02128345694937117,10,5,school_all_health_core
Lima,health,5829,0.0,0.0053182364041859664,0.0,0.0,10,5,school_all_health_core
Lima,school,9155,0.0,0.013107591480065538,0.0,0.0,10,5,school_all_health_core
London,health,9847,0.0,0.047933380725093934,0.0,0.0,10,5,school_all_health_core
London,school,12093,0.0,0.06755974530720252,0.0,0.0,10,5,school_all_health_core
Los Angeles,health,17724,0.5726698262243286,0.053656059580230196,0.0,0.04214624238320921,10,5,school_all_health_core
Los Angeles,school,7249,0.708649468892261,0.11187750034487516,0.0,0.09394399227479652,10,5,school_all_health_core
Madrid,health,4532,1.0,0.0011032656663724624,0.0,0.0011032656663724624,10,5,school_all_health_core
Madrid,school,4763,1.0,0.0018895653999580096,0.0,0.0018895653999580096,10,5,school_all_health_core
Manila,health,8861,0.8518225933867509,0.20810292292066357,0.0,0.17266674190271977,10,5,school_all_health_core
Manila,school,10302,0.8381867598524558,0.2145214521452145,0.0,0.16967579110852263,10,5,school_all_health_core
Mexico City,health,12956,0.0,0.06684161778326644,0.0,0.0,10,5,school_all_health_core
Mexico City,school,14632,0.0,0.12158283214871514,0.0,0.0,10,5,school_all_health_core
Miami,health,7121,0.0012638674343491082,0.06684454430557506,0.0,0.0,10,5,school_all_health_core
Miami,school,2377,0.00715187210769878,0.013462347496844763,0.0,0.00042069835927639884,10,5,school_all_health_core
Nairobi,health,1046,0.0,0.0009560229445506692,0.0,0.0,10,5,school_all_health_core
Nairobi,school,1757,0.0,0.0011383039271485487,0.0,0.0,10,5,school_all_health_core
New York City,health,26174,0.4967907083365172,0.06223733475968518,0.0,0.0494001681057538,10,5,school_all_health_core
New York City,school,11968,0.43967245989304815,0.07469919786096256,0.0,0.052556818181818184,10,5,school_all_health_core
Paris,health,4906,0.0,0.09050142682429678,0.0,0.0,10,5,school_all_health_core
Paris,school,7355,0.0,0.10237933378653977,0.0,0.0,10,5,school_all_health_core
Rome,health,3591,0.9067112225006961,0.08382066276803118,0.0,0.08020050125313283,10,5,school_all_health_core
Rome,school,2986,0.8717347622237106,0.12424648359008707,0.0,0.10683188211654387,10,5,school_all_health_core
Rotterdam,health,1774,0.0,0.4830890642615558,0.0,0.0,10,5,school_all_health_core
Rotterdam,school,2339,0.0,0.5352714835399743,0.0,0.0,10,5,school_all_health_core
Sao Paulo,health,18876,0.0,0.015575333757151939,0.0,0.0,10,5,school_all_health_core
Sao Paulo,school,17716,0.0,0.021223752540076767,0.0,0.0,10,5,school_all_health_core
Shanghai,health,283,0.9929328621908127,0.5547703180212014,0.0,0.5477031802120141,10,5,school_all_health_core
Shanghai,school,305,0.9704918032786886,0.6622950819672131,0.0,0.6360655737704918,10,5,school_all_health_core
Tokyo,health,19588,0.9857565856646927,0.14646722483152952,0.0,0.14355727996732692,10,5,school_all_health_core
Tokyo,school,15256,0.9846617724174096,0.1662952281069743,0.0,0.16255899318300995,10,5,school_all_health_core
Accra,health,506,0.6363636363636364,0.0,0.0,0.0,10,5,source_confidence_ge_0p6
Accra,school,871,0.7256027554535017,0.008036739380022962,0.0,0.0,10,5,source_confidence_ge_0p6
Bangkok,health,14682,0.8692276256640785,0.491622394769105,0.0,0.4060073559460564,10,5,source_confidence_ge_0p6
Bangkok,school,7041,0.8405056099985797,0.6378355347251811,0.0,0.5138474648487431,10,5,source_confidence_ge_0p6
Bogota,health,4091,0.0,0.009533121486189195,0.0,0.0,10,5,source_confidence_ge_0p6
Bogota,school,3085,0.0,0.020745542949756886,0.0,0.0,10,5,source_confidence_ge_0p6
Buenos Aires,health,6152,0.2122886866059818,0.119148244473342,0.0,0.04876462938881664,10,5,source_confidence_ge_0p6
Buenos Aires,school,5929,0.30038792376454715,0.19396188227357058,0.0,0.09495699106088716,10,5,source_confidence_ge_0p6
Cairo,health,9743,1.0,0.0921687365287899,0.0,0.0921687365287899,10,5,source_confidence_ge_0p6
Cairo,school,3342,1.0,0.1172950329144225,0.0,0.1172950329144225,10,5,source_confidence_ge_0p6
Delhi,health,15180,1.0,0.18972332015810275,0.0,0.18972332015810275,10,5,source_confidence_ge_0p6
Delhi,school,11494,1.0,0.27918914216112756,0.0,0.27918914216112756,10,5,source_confidence_ge_0p6
Dhaka,health,3366,1.0,0.20469399881164588,0.0,0.20469399881164588,10,5,source_confidence_ge_0p6
Dhaka,school,3744,1.0,0.31009615384615385,0.0,0.31009615384615385,10,5,source_confidence_ge_0p6
Ho Chi Minh City,health,6203,0.9227793003385458,0.16556504916975656,0.0,0.1536353377398033,10,5,source_confidence_ge_0p6
Ho Chi Minh City,school,8184,0.8998044965786901,0.23973607038123168,0.0,0.21981915933528837,10,5,source_confidence_ge_0p6
Houston,health,16608,0.5528058766859345,0.19719412331406552,0.0,0.12150770712909441,10,5,source_confidence_ge_0p6
Houston,school,4818,0.6131174761311747,0.11581569115815692,0.0,0.09194686591946866,10,5,source_confidence_ge_0p6
Istanbul,health,14513,0.0,0.003927513263970233,0.0,0.0,10,5,source_confidence_ge_0p6
Istanbul,school,11083,0.0,0.004872326987277813,0.0,0.0,10,5,source_confidence_ge_0p6
Jakarta,health,7374,0.09370762137238947,0.033224844046650395,0.0,0.0027122321670735015,10,5,source_confidence_ge_0p6
Jakarta,school,12042,0.11219066600232519,0.03894701876764657,0.0,0.004069091513037701,10,5,source_confidence_ge_0p6
